_id;event;venue;machine;vendType;productName;transactionDate;quantity;quantitySet;totalStamps;currency;value;paymentStatus;sesionId;etiquetasRollo1;etiquetasRollo2;etiquetaMes;titutoEvento;feria;Lugar;fecha;mes;annio;documento
7vGBCz6hvTYhkQ5Mn;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:01:38;1;1;1;EUR;1.50;FERIA;86;0;251;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
aNXCHQYmMXJoqyxpj;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:01:41;1;1;1;EUR;1.50;FERIA;87;0;250;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
zfz3DGudBsx97h4bE;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 13:39:48;1;4;4;EUR;4.20;FERIA;88;0;249;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
soEJPLkyjp5Z7bmCm;7-9 noviembre;París;PA19;Tarifa A Tira 4;Notre Dame;07/11/2019 13:41:33;1;4;4;EUR;2.40;FERIA;89;0;245;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
xqahji9ojGc4oj3NX;7-9 noviembre;París;PA19;Tarifa A Tira 4;Notre Dame;07/11/2019 13:42:05;2;4;8;EUR;2.40;FERIA;90;0;241;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
GvjsuiAhrmDe9TQdj;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 13:42:35;1;4;4;EUR;4.20;FERIA;91;0;233;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
a2qG96MH62RQmgRz5;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:44:47;1;1;1;EUR;0.60;FERIA;92;0;229;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
iqGbsMYRCvyEPW2tB;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:46:05;1;1;1;EUR;1.40;FERIA;93;0;228;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Sdv9YkzfbQJKQsGjk;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:46:10;1;1;1;EUR;1.50;FERIA;94;0;227;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
FYYgxckhqjEd7MP9G;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:46:12;1;1;1;EUR;1.50;FERIA;95;0;226;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
8zQY3vpwfhHqNBF54;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:46:15;1;1;1;EUR;1.50;FERIA;96;0;225;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
xc8YqABnNEqQr3y8F;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:46:17;1;1;1;EUR;1.50;FERIA;97;0;224;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
BbnGNpngyKBERHQQr;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:46:20;1;1;1;EUR;1.50;FERIA;98;0;223;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
q3iaWeoSpQdi5Yqoc;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:13;1;1;1;EUR;0.60;FERIA;99;0;222;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
snYQ9yCrn2wHwmLND;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:15;1;1;1;EUR;0.60;FERIA;100;0;221;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
BadRkmFHMHZrwYJhm;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:17;1;1;1;EUR;0.60;FERIA;101;0;220;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
che2NrFj2mpYH3YHL;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:19;1;1;1;EUR;0.60;FERIA;102;0;219;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Fy8Cb5hjWQHKoXbjy;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:21;1;1;1;EUR;0.60;FERIA;103;0;218;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
GQpzW3orkxp6xhtnG;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:22;1;1;1;EUR;0.60;FERIA;104;0;217;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Sdsc7Muph67tt3kNS;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:25;1;1;1;EUR;0.60;FERIA;105;0;216;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
R7piTNmMvpLbMaC7f;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:26;1;1;1;EUR;0.60;FERIA;106;0;215;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Q7SDWQ9Wxrc3BaozM;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:28;1;1;1;EUR;0.60;FERIA;107;0;214;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
SjWeNPGAqaq2WbABj;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:48:30;1;1;1;EUR;0.60;FERIA;108;0;213;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
DpjXdY9vhTjZRLec6;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 13:54:26;1;1;1;EUR;1.40;FERIA;109;0;212;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
qTJ6KfuXHT8HPehXK;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 14:20:48;6;4;24;EUR;4.20;FERIA;110;0;211;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
nC7dn7XwgGkZJzM9P;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:29:12;1;1;1;EUR;0.60;FERIA;111;0;187;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
u9t6FWtrX2RSqbp6x;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:31:48;1;1;1;EUR;0.60;FERIA;112;0;186;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
RN3JRcnNBSKcdevuy;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:32:28;1;1;1;EUR;0.70;FERIA;113;0;185;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
wNnG6sZ7rP7efN69q;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:32:28;1;1;1;EUR;1.40;FERIA;113;0;185;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
n8viB9vwPKNQ6jQwz;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:32:28;1;1;1;EUR;1.50;FERIA;113;0;185;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
uCteaf6bcEHiWQ5ee;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 14:33:00;1;4;4;EUR;4.20;FERIA;114;0;182;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
3zqe6NYzxuYKoqi6R;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:35:08;1;1;1;EUR;0.60;FERIA;115;0;178;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
soN98EPHnJADByvcH;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:33;1;1;1;EUR;0.60;FERIA;116;0;177;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
4k3zYxrfkzb2qhbth;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:35;1;1;1;EUR;0.60;FERIA;117;0;176;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
rd9jz4cGQNxXW4kK9;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:36;1;1;1;EUR;0.60;FERIA;118;0;175;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
QH5Mia9zqLnZSLCAu;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:38;1;1;1;EUR;0.60;FERIA;119;0;174;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
jc692F9rkQN9WYDS2;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:40;1;1;1;EUR;0.60;FERIA;120;0;173;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
NgafqsvKku2KhgkAm;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:41;1;1;1;EUR;0.60;FERIA;121;0;172;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
nJNQ63vKsusnMoHed;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:43;1;1;1;EUR;0.60;FERIA;122;0;171;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
zybmJXkbMacnwhX8g;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:44;1;1;1;EUR;0.60;FERIA;123;0;170;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Yr8exG6iKjGFoiMmD;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:46;1;1;1;EUR;0.60;FERIA;124;0;169;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
ea9LTywpsZ9ZThsqv;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:47;1;1;1;EUR;0.60;FERIA;125;0;168;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
2D6bebhKR9qP9Lz9m;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:49;1;1;1;EUR;0.60;FERIA;126;0;167;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
kFPSo7QSGQXizh6cC;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:52;1;1;1;EUR;0.60;FERIA;127;0;166;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
wnhoCEfE5FNaS7BZ4;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:54;1;1;1;EUR;0.60;FERIA;128;0;165;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Yonnh4CLwYjDns6zM;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:56;1;1;1;EUR;0.60;FERIA;129;0;164;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
275LBcgaZ7Fn2eFDD;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:58;1;1;1;EUR;0.60;FERIA;130;0;163;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
qamg4gXgbph8e93oj;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:38:59;1;1;1;EUR;0.60;FERIA;131;0;162;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
sxizuqMq7Jvub2SBJ;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:01;1;1;1;EUR;0.60;FERIA;132;0;161;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Rd9mC5yS6bpShxTfC;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:02;1;1;1;EUR;0.60;FERIA;133;0;160;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
MrW5K3cT8hZb7iP4j;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:04;1;1;1;EUR;0.60;FERIA;134;0;159;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
wC8pr7eybeHL4guyR;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:05;1;1;1;EUR;0.60;FERIA;135;0;158;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
e6gNuN5EB3m64DJua;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:07;1;1;1;EUR;0.60;FERIA;136;0;157;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
YAoi3Yfx2FTaHgX4M;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:09;1;1;1;EUR;0.60;FERIA;137;0;156;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
fH3EEpsmMLDs3Rm9E;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:11;1;1;1;EUR;0.60;FERIA;138;0;155;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
J8snTuTFBLxzoAyo7;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:12;1;1;1;EUR;0.60;FERIA;139;0;154;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
N2W7ZdjedMBKZKKde;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:39:14;1;1;1;EUR;0.60;FERIA;140;0;153;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
KPpaKG2Pgeh5hFoYa;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 14:49:37;1;1;1;EUR;0.60;FERIA;141;0;152;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
5Ty25MwppW9wj4GrG;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:03:38;1;1;1;EUR;0.70;Filatelia;142;0;151;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Filatelia
2KZzC3mkMSYgqyLdg;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 15:04:06;2;4;8;EUR;4.20;FERIA;143;0;150;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
c5QTE5s5eAEvMSoec;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:49;1;1;1;EUR;0.60;FERIA;144;0;142;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
uDscW5jAEdsE8n2n4;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:51;1;1;1;EUR;0.60;FERIA;145;0;141;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
eHjZbLHMEdsj8HWkq;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:53;1;1;1;EUR;0.60;FERIA;146;0;140;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
6wb4qxu6LY49bM5Zb;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:55;1;1;1;EUR;0.60;FERIA;147;0;139;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
D79tCG3BWgAvA4Tks;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:56;1;1;1;EUR;0.60;FERIA;148;0;138;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
QgFRddWyRsFmp32Qg;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:58;1;1;1;EUR;0.60;FERIA;149;0;137;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
bpZa5qbouDKYBXFD3;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:04:59;1;1;1;EUR;0.60;FERIA;150;0;136;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
mYxymkg7LJGSDJGXk;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:05:01;1;1;1;EUR;0.60;FERIA;151;0;135;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
MXqR25b32MYEuCrB7;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:05:03;1;1;1;EUR;0.60;FERIA;152;0;134;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
NdeNcQHySNkyvxvrA;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:05:04;1;1;1;EUR;0.60;FERIA;153;0;133;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
vojDS2AMp3j7jqGPn;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:08:13;2;1;2;EUR;0.60;FERIA;154;0;132;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
6XM7oGGQGRurgZAcK;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 15:08:13;3;4;12;EUR;4.20;FERIA;154;0;132;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
QAthbhvaJnrR77BRv;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:10:47;20;1;20;EUR;0.60;FERIA;155;0;118;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
ApYwdS3jrYK6RF2FA;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 15:25:40;1;4;4;EUR;4.20;FERIA;156;0;98;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
hkrHHfiavQBaq87FS;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 15:30:06;3;4;12;EUR;4.20;FERIA;157;0;94;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
CBWbgCDTwCotxM7rk;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:12;1;1;1;EUR;0.60;FERIA;158;0;82;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
9MnC7xrWc9CcRiPCY;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:14;1;1;1;EUR;0.60;FERIA;159;0;81;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
2TiKFRLbwdaRwBXqk;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:17;1;1;1;EUR;0.60;FERIA;160;0;80;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
nk3csoQqDPHaaPvmq;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:21;1;1;1;EUR;0.60;FERIA;161;0;79;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
34JTr3y4b9BhvjRjh;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:23;1;1;1;EUR;0.60;FERIA;162;0;78;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
xaiPwHTrR7kGHYmC5;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:24;1;1;1;EUR;0.60;FERIA;163;0;77;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
BEC9cKqBhrF42jkRJ;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:26;1;1;1;EUR;0.60;FERIA;164;0;76;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
2F3Ju3GMBeQnKLrdX;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:28;1;1;1;EUR;0.60;FERIA;165;0;75;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
97WNWGD28Z3W2eZnM;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:30;1;1;1;EUR;0.60;FERIA;166;0;74;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
MqaXr9XHxARw7ns3Y;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:32;1;1;1;EUR;0.60;FERIA;167;0;73;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
yhHLTR7KaXkLyib8m;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:33;1;1;1;EUR;0.60;FERIA;168;0;72;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
YRHWg7dRD2B5RD226;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:30:35;1;1;1;EUR;0.60;FERIA;169;0;71;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
h2jPwCQrdnhsM7ph6;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:36:30;10;1;10;EUR;0.60;FERIA;170;0;70;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
cxmJFPGbRBpY7CmtR;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 15:41:38;1;1;1;EUR;1.40;FERIA;171;0;60;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
FP8kjGMjGo8HG67Hm;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 16:39:37;10;1;10;EUR;1.40;FERIA;172;0;59;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Sg9FPyksHoDYQ8phz;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 16:49:16;1;4;4;EUR;4.20;FERIA;173;0;49;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
SCi2CmFCL9qNnmrMb;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 16:49:52;1;1;1;EUR;0.60;FERIA;174;0;45;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
dce8ff8s93KA5jc4r;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 16:49:52;4;1;4;EUR;1.40;FERIA;174;0;45;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
Xem2WvxbraRAfe4vo;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;07/11/2019 17:40:48;2;1;2;EUR;1.40;FERIA;175;0;40;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
rybjPDJphv8tRMcg9;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 17:50:09;1;4;4;EUR;4.20;FERIA;176;0;38;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
HB9bBQRQsxhkj8yp4;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;07/11/2019 18:02:36;4;4;16;EUR;4.20;FERIA;177;0;34;N;París;73 Salon Philatélique d'Automne;Paris;07/11/2019;11;2019;Facture Simplifiée
koobR6yEz98TwAk9o;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 09:22:53;1;4;4;EUR;4.20;Filatelia;178;0;18;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
ov467EDADkYpnJJhk;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 09:26:36;1;4;4;EUR;4.20;Filatelia;179;0;14;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
ru2m3RPgjLc9ZAyqF;QUITAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;QUITADO; ; ; ; ; ; ; ; 
9gpc5Aqyomx3GYxfJ;COLOCAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;COLOCADO; ; ; ; ; ; ; ; 
SaebPWqG8to3pwgtg;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 09:29:35;1;4;4;EUR;4.20;Filatelia;180;0;17;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
mNSyTfvk986akasB8;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 10:13:35;1;4;4;EUR;4.20;FERIA;181;0;13;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
sM9hnw9aEWm2Ys9MT;QUITAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;QUITADO; ; ; ; ; ; ; ; 
Wj3Qr7CwCz8apPCMe;COLOCAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;COLOCADO; ; ; ; ; ; ; ; 
b6kai4brLenNTbo87;7-9 noviembre;París;Etiqueta individual;Notre Dame;1;1;1;EUR;0.60;Filatelia;NaN;NaN;14;París;73 Salon Philatélique d'Automne;Paris;Filatelia
SmHB82eddNbJePaAS;QUITAR ROLLO 1; ; ; ; ;; ; ; ; ; ; ; ;QUITADO;; ; ; ; ; ; ; ; 
WedKHYpWcQS6TbTSq;COLOCAR ROLLO 1; ; ; ; ;; ; ; ; ; ; ; ;COLOCADO;; ; ; ; ; ; ; ; 
