_id;event;venue;machine;vendType;productName;transactionDate;quantity;quantitySet;totalStamps;currency;value;paymentStatus;sesionId;etiquetasRollo1;etiquetasRollo2;etiquetaMes;titutoEvento;feria;Lugar;fecha;mes;annio;documento
GuMgXSso3vuwaZn26;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 10:39:21;1;1;1;EUR;0.60;Filatelia;200;0;13;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
YoZmYFqpCsvYGPLvn;QUITAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;QUITADO; ; ; ; ; ; ; ; 
yFLpavHJEWbJWhv55;COLOCAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;COLOCADO; ; ; ; ; ; ; ; 
Zbw7qZhZ4jshf4cXb;QUITAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;QUITADO; ; ; ; ; ; ; ; 
5qxcuPDPRXtcBQB7i;COLOCAR ROLLO 2; ; ; ; ;; ; ; ; ; ; ; ; ;COLOCADO; ; ; ; ; ; ; ; 
YMjux7ka2CZGgPM4i;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 10:43:48;1;4;4;EUR;4.20;FERIA;178;0;1499;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
tgrYqMpPBRq6GpLXy;ELIMINAR ANTERIOR; ;error de impresión; ; ;; ; ; ; ; ;Error;ELIMINAR ANTERIOR;actualizado;actualizado; ;Error;73 Salon Philatélique d'Automne;Paris;Error;Error;Error;Error
gDxeP63Gpjc8gGXnQ;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 10:57:36;1;1;1;EUR;0.60;FERIA;178;0;1499;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
qkoXurNPxW237KYbq;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 10:58:18;1;1;1;EUR;0.60;Filatelia;179;0;1498;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
Tin3rp2B5hbXE96Tb;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 11:08:59;200;1;200;EUR;0.60;FERIA;180;0;1497;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
9ioYvq6kwrAPPYZa6;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 11:08:59;10;4;40;EUR;4.20;FERIA;180;0;1497;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
T5i48djYFSys7hQEn;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 11:14:03;1;4;4;EUR;4.20;FERIA;181;0;1257;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
kf2hmuXieGLMs7a2N;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 11:17:02;1;1;1;EUR;0.60;FERIA;182;0;1253;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
QXcARYemaCnG4XKbF;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 11:34:56;1;4;4;EUR;4.20;FERIA;183;0;1252;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
cRRKWkuPk2aE2hnM5;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 12:06:53;1;4;4;EUR;4.20;FERIA;184;0;1248;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
xSDsCX2as2DQLf2LH;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 13:36:27;2;1;2;EUR;0.60;FERIA;185;0;1244;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
HpPk6AoNsbgK9Qj2o;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 13:36:27;1;4;4;EUR;4.20;FERIA;185;0;1244;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
H4wt7jNZHTjJB3Auf;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 13:43:28;1;1;1;EUR;0.60;Filatelia;186;0;1238;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
oJ6yiihjCgX5qL6eE;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 13:43:28;1;4;4;EUR;4.20;Filatelia;186;0;1238;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
p4YbmaiSWohxXczpH;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 13:46:41;1;1;1;EUR;0.60;Filatelia;187;0;1233;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Filatelia
vDFnaHXsbPzxZ7DBe;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 13:58:26;10;1;10;EUR;0.60;FERIA;188;0;1232;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
SjJfg9N2H9Ggh4fEv;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 13:58:26;1;4;4;EUR;4.20;FERIA;188;0;1232;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
hiA7BeFZHv452MZnt;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 14:00:44;4;4;16;EUR;4.20;FERIA;189;0;1218;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
QfQtQtHyTts7c7Dzg;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 14:49:40;1;1;1;EUR;0.60;FERIA;190;0;1202;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
3qKMgupcm9s2XoXfy;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;08/11/2019 15:44:47;1;4;4;EUR;4.20;FERIA;191;0;1201;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
5adbiHFXsibWBJnpS;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;08/11/2019 16:55:53;20;1;20;EUR;1.40;FERIA;192;0;1197;N;París;73 Salon Philatélique d'Automne;Paris;08/11/2019;11;2019;Facture Simplifiée
kijNhE6Gh4RnqdXpo;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 10:05:57;1;4;4;EUR;4.20;Filatelia;193;0;1177;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Filatelia
BBHGFQLQ2iJstDLLy;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 10:47:55;1;1;1;EUR;0.60;FERIA;194;0;1173;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
MLSwNycLprKZr9pnK;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 10:54:49;2;1;2;EUR;1.40;FERIA;195;0;1172;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
vqPy2AXLG7wGKEAAp;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 10:54:49;1;4;4;EUR;4.20;FERIA;195;0;1172;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
Pd6PKuCTrchFoPq28;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 11:01:14;1;4;4;EUR;4.20;FERIA;196;0;1166;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
WfF8LzAKLGe4xTYDe;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 11:01:44;1;4;4;EUR;4.20;FERIA;197;0;1162;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
dPKyhSMuBxmkFHi7E;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 11:03:05;1;4;4;EUR;4.20;FERIA;198;0;1158;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
5pfd2CAQ2vfxPoooA;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 11:03:47;1;4;4;EUR;4.20;FERIA;199;0;1154;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
ALvDt8aWJiKRAsdBj;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 11:05:18;1;4;4;EUR;4.20;FERIA;200;0;1150;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
3My9EC69p7d8ctyT8;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 11:07:18;8;1;8;EUR;0.60;FERIA;201;0;1146;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
oi46uEGx3X64qowDP;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 11:14:08;2;1;2;EUR;0.60;FERIA;202;0;1138;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
SnYP6GnwMwCobNycF;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 11:26:32;1;4;4;EUR;4.20;FERIA;203;0;1136;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
eDmLPpFJAnq4AkoNM;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 12:46:36;2;1;2;EUR;1.40;FERIA;204;0;1132;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
eCBiBoTSte3CnfT5J;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 12:54:32;1;1;1;EUR;1.40;FERIA;205;0;1130;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
L4Cywc4myaMAWuAjT;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 12:59:45;1;4;4;EUR;4.20;FERIA;206;0;1129;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
cdk4kznRwqPwX6Z6w;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 14:42:07;2;1;2;EUR;0.60;FERIA;207;0;1125;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
ojRCzyCzmHpqLSCpi;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 15:12:49;1;1;1;EUR;1.40;FERIA;208;0;1123;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
A2PZ2RdRbyZzFYsHi;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 15:12:49;1;4;4;EUR;4.20;FERIA;208;0;1123;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
ikD9GMy8yGXfeJum4;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 15:31:28;1;1;1;EUR;0.60;FERIA;209;0;1118;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
W78kxGNqn65WdLyS5;7-9 noviembre;París;PA19;Etiqueta individual;Notre Dame;09/11/2019 16:13:27;6;1;6;EUR;0.60;FERIA;210;0;1117;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
YoNchYtsJwu6j6Zd4;7-9 noviembre;París;PA19;Tira de 4 Tarifas;Notre Dame;09/11/2019 16:13:27;3;4;12;EUR;4.20;FERIA;210;0;1117;N;París;73 Salon Philatélique d'Automne;Paris;09/11/2019;11;2019;Facture Simplifiée
